time,latitude,longitude,DHW
2025-08-02T12:00:00Z,-24.375,142.625,0.0
2025-08-02T12:00:00Z,-24.375,142.675,0.0
2025-08-02T12:00:00Z,-24.375,142.725,0.0
2025-08-02T12:00:00Z,-24.375,142.775,0.0
2025-08-02T12:00:00Z,-24.375,142.825,0.0
2025-08-02T12:00:00Z,-24.375,142.875,0.0
2025-08-02T12:00:00Z,-24.375,142.925,0.0
2025-08-02T12:00:00Z,-24.375,142.975,0.0
2025-08-02T12:00:00Z,-24.375,143.025,0.0
2025-08-02T12:00:00Z,-24.375,143.075,0.0
2025-08-02T12:00:00Z,-24.375,143.125,0.0
2025-08-02T12:00:00Z,-24.375,143.175,0.0
2025-08-02T12:00:00Z,-24.375,143.225,0.0
2025-08-02T12:00:00Z,-24.375,143.275,0.0
2025-08-02T12:00:00Z,-24.375,143.325,0.0
2025-08-02T12:00:00Z,-24.375,143.375,0.0
2025-08-02T12:00:00Z,-24.375,143.425,0.0
